,A,فاکتور1,فاکتور 2
111,2,-0.64154389215055,-6.139492014315228
112,2,-0.3788328359206637,-5.003165396016078
113,2,-0.8575480446248586,-9.343387364687255
114,2,-0.3452418917564716,-4.75530186509856
115,2,-1.0723224111915528,-11.936530159897776
116,2,0.5002022068363952,2.6942898110657882
117,2,0.2239256161721329,-0.9090038532798734
118,2,0.13951808491663867,2.910432733099178
119,2,0.4525441680723221,4.965548122649647
120,2,0.024304313157555952,-0.8440369809211614
121,2,-0.4860538382174208,-9.01863395536375
122,2,0.22164472921993966,1.3964263539503132
123,2,0.047424268386603435,2.8984832624729395
124,2,0.34163317904807494,2.9682763054956967
125,2,-0.1751684433950777,-2.5212587787548455
126,2,-0.1769468275393571,-2.0901156256430715
127,2,-0.18510513294590147,-1.999976006352135
128,2,-0.01549985574399729,-0.8145984482181151
129,2,-0.13936861029598122,1.118689766988012
130,3,-0.7730879801987395,-8.188076539594334
131,3,-0.7673712367675737,-7.318628525723246
132,3,-0.5699919157983862,-5.408529643906506
133,3,-1.2499012269421101,-10.789247065722295
134,3,-0.3698974696623626,-1.8666427202025422
135,3,0.011023053027903684,1.0744899505693095
136,3,-0.7790150324843619,-3.295515005022068
137,3,-0.4482202134920637,-1.7068698198891428
138,3,-0.13632794784388394,0.722189761115347
139,3,-0.5883547205605688,-5.190405357474672
140,3,0.054859756392672494,0.3120857013170805
141,3,0.23835311592123443,2.3898741157610557
142,3,-0.45767423238482985,-3.9725751847051964
143,3,-0.6585838548471683,-3.5086785096848367
144,3,0.4759702314012723,3.301175208500878
145,3,0.1833093176970572,4.630452937583915
146,3,-0.2942733922156029,0.6868349023478145
147,3,-0.005845430530679992,1.6299976902633915
148,3,0.04851568941530608,1.5549988635615186
149,3,-0.0024475244733456435,-0.9556327316474074
150,3,-0.1742889828218397,-3.7668925026716154
151,3,0.22610235195858847,-1.1672817644185896
152,3,-0.5624627592061497,-7.006003731556861
153,3,0.7875703442085097,7.726538985799863
154,3,0.6521619961626695,5.106680226331175
155,3,0.2871781910380346,5.937635194682268
156,3,0.27724226773139726,3.603291843970226
157,3,0.0722518981224889,2.1479965215891177
158,3,0.8477603681661581,6.363139771252433
159,3,0.44044116508687464,3.146310643036928
160,3,-0.5056931388633347,-3.1190104081452446
161,3,-0.4541033607685745,-3.7296246851848545
162,3,0.07696022153647819,0.15924773209166776
163,3,-0.002980427843824787,0.5695487718212773
164,3,0.20581546669511855,1.4129126230746472
165,3,0.13935129380088726,2.8616019745631913
166,3,0.07253987436040504,-0.730338111318294
167,3,0.07673276419295508,0.0718908532405703
168,3,0.29353007588433,1.6623494467115516
169,3,-0.22483706872524234,-2.993600145412502
170,3,-0.005110791916488726,-0.6647403733617689
171,3,0.2277358365607654,0.728308919280906
172,3,0.2982369485850841,2.7334572496241774
173,3,0.10001539982728976,3.87100437968014
174,3,-0.08917270784443258,0.6971129636760371
175,3,0.7202590678337009,6.320146665587853
176,3,0.8490717672077924,6.936226958747306
177,3,0.0755635498706243,1.915155028810157
